"","Country","Year","Variable","Value","population","comorbidity","value_population_ratio","Normalized Values pop","standard daviation"
"Endocrine, nutritional and metabolic dis.17302","Costa Rica",2014,"Endocrine, nutritional and metabolic dis",823,NA,0,0.000171623163079541,-0.78908333037102,0.000103789177281186
"Endocrine, nutritional and metabolic dis.17303","Costa Rica",2015,"Endocrine, nutritional and metabolic dis",1123,NA,0,0.000231651231846165,-0.210717932946235,0.000103789177281186
"Endocrine, nutritional and metabolic dis.17304","Costa Rica",2016,"Endocrine, nutritional and metabolic dis",1266,NA,0,0.000258402363095734,0.0470269683077194,0.000103789177281186
"Endocrine, nutritional and metabolic dis.17305","Costa Rica",2017,"Endocrine, nutritional and metabolic dis",1397,NA,0,0.000282224787902112,0.276554029128702,0.000103789177281186
"Endocrine, nutritional and metabolic dis.17306","Costa Rica",2018,"Endocrine, nutritional and metabolic dis",1339,NA,0,0.000267829836243758,0.137859879743975,0.000103789177281186
"Endocrine, nutritional and metabolic dis.17307","Costa Rica",2019,"Endocrine, nutritional and metabolic dis",1860,NA,0,0.000368494803727979,1.10775838092873,0.000103789177281186
"Endocrine, nutritional and metabolic dis.17308","Costa Rica",2020,"Endocrine, nutritional and metabolic dis",2562,NA,1,0.000502933385471939,2.40306281695619,0.000103789177281186
"External causes of mortality.17660","Costa Rica",2010,"External causes of mortality",2259,NA,0,0.000493514727121747,0.0607557892229791,4.37954791866523e-05
"External causes of mortality.17661","Costa Rica",2011,"External causes of mortality",2160,NA,0,0.000466211937356656,-0.562659921077379,4.37954791866523e-05
"External causes of mortality.17662","Costa Rica",2012,"External causes of mortality",2119,NA,0,0.000452004830201687,-0.887056580705636,4.37954791866523e-05
"External causes of mortality.17663","Costa Rica",2013,"External causes of mortality",2013,NA,0,0.000424494492009993,-1.51521132869795,4.37954791866523e-05
"External causes of mortality.17664","Costa Rica",2014,"External causes of mortality",2193,NA,0,0.000457314212191292,-0.765825300943248,4.37954791866523e-05
"External causes of mortality.17665","Costa Rica",2015,"External causes of mortality",2452,NA,0,0.000505795922071948,0.341177311678741,4.37954791866523e-05
"External causes of mortality.17666","Costa Rica",2016,"External causes of mortality",2747,NA,0,0.000560688223873602,1.5945555785932,4.37954791866523e-05
"External causes of mortality.17667","Costa Rica",2017,"External causes of mortality",2529,NA,0,0.000510913735579414,0.458034430324586,4.37954791866523e-05
"External causes of mortality.17668","Costa Rica",2018,"External causes of mortality",2702,NA,0,0.00054046020726709,1.13268104308913,4.37954791866523e-05
"External causes of mortality.17669","Costa Rica",2019,"External causes of mortality",2706,NA,0,0.000536100504778446,1.03313418186945,4.37954791866523e-05
"External causes of mortality.17670","Costa Rica",2020,"External causes of mortality",2302,NA,1,0.000451894087961125,-0.889585203353874,4.37954791866523e-05
"HIV-AIDS.18207","Costa Rica",2010,"HIV-AIDS",138,NA,0,3.01483100233737e-05,-0.613294692678868,3.38094648271176e-06
"HIV-AIDS.18208","Costa Rica",2011,"HIV-AIDS",129,NA,0,2.7843212925467e-05,-1.29508516457592,3.38094648271176e-06
"HIV-AIDS.18209","Costa Rica",2012,"HIV-AIDS",147,NA,0,3.13566352239962e-05,-0.255902108442105,3.38094648271176e-06
"HIV-AIDS.18210","Costa Rica",2013,"HIV-AIDS",133,NA,0,2.8046580942538e-05,-1.23493395599838,3.38094648271176e-06
"HIV-AIDS.18211","Costa Rica",2014,"HIV-AIDS",152,NA,0,3.169710909853e-05,-0.155198392404361,3.38094648271176e-06
"HIV-AIDS.18212","Costa Rica",2015,"HIV-AIDS",157,NA,0,3.23857910951451e-05,0.0484966380069768,3.38094648271176e-06
"HIV-AIDS.18213","Costa Rica",2016,"HIV-AIDS",168,NA,0,3.42903609795287e-05,0.611821107685045,3.38094648271176e-06
"HIV-AIDS.18214","Costa Rica",2017,"HIV-AIDS",144,NA,0,2.90911735561232e-05,-0.925969404525398,3.38094648271176e-06
"HIV-AIDS.18215","Costa Rica",2018,"HIV-AIDS",183,NA,0,3.66040776942551e-05,1.29616104815956,3.38094648271176e-06
"HIV-AIDS.18216","Costa Rica",2019,"HIV-AIDS",190,NA,0,3.76419423162989e-05,1.60313562683178,3.38094648271176e-06
"HIV-AIDS.18217","Costa Rica",2020,"HIV-AIDS",180,NA,1,3.5334898276717e-05,0.920769297941686,3.38094648271176e-06
"Hodgkins disease.18152","Costa Rica",2010,"Hodgkins disease",26,NA,0,5.68011638121533e-06,-1.23901002087975,9.15890622092766e-07
"Hodgkins disease.18153","Costa Rica",2011,"Hodgkins disease",31,NA,0,6.69100465650756e-06,-0.135288407285317,9.15890622092766e-07
"Hodgkins disease.18154","Costa Rica",2012,"Hodgkins disease",33,NA,0,7.0392446421216e-06,0.244931650889673,9.15890622092766e-07
"Hodgkins disease.18155","Costa Rica",2013,"Hodgkins disease",23,NA,0,4.85016061412312e-06,-2.14518347333393,9.15890622092766e-07
"Hodgkins disease.18156","Costa Rica",2014,"Hodgkins disease",37,NA,0,7.71574366214218e-06,0.98355589673555,9.15890622092766e-07
"Hodgkins disease.18157","Costa Rica",2015,"Hodgkins disease",31,NA,0,6.39464664935987e-06,-0.458861986923609,9.15890622092766e-07
"Hodgkins disease.18158","Costa Rica",2016,"Hodgkins disease",32,NA,0,6.53149732943403e-06,-0.309443839414394,9.15890622092766e-07
"Hodgkins disease.18159","Costa Rica",2017,"Hodgkins disease",36,NA,0,7.27279338903081e-06,0.499927980446536,9.15890622092766e-07
"Hodgkins disease.18160","Costa Rica",2018,"Hodgkins disease",39,NA,0,7.80086901680847e-06,1.07649860475431,9.15890622092766e-07
"Hodgkins disease.18161","Costa Rica",2019,"Hodgkins disease",38,NA,0,7.52838846325978e-06,0.778995227193695,9.15890622092766e-07
"Hodgkins disease.18162","Costa Rica",2020,"Hodgkins disease",38,NA,1,7.45958963619581e-06,0.703878367817228,9.15890622092766e-07
"Influenza.16858","Costa Rica",2010,"Influenza",2,NA,0,4.36932029324256e-07,-0.82736201981619,1.2902169382872e-06
"Influenza.16859","Costa Rica",2011,"Influenza",2,NA,0,4.31677719774682e-07,-0.831434443137922,1.2902169382872e-06
"Influenza.16860","Costa Rica",2012,"Influenza",6,NA,0,1.27986266220393e-06,-0.174037289791576,1.2902169382872e-06
"Influenza.16861","Costa Rica",2013,"Influenza",6,NA,0,1.26525929064081e-06,-0.185355829433832,1.2902169382872e-06
"Influenza.16862","Costa Rica",2014,"Influenza",7,NA,0,1.4597352874323e-06,-0.0346245911277665,1.2902169382872e-06
"Influenza.16863","Costa Rica",2015,"Influenza",5,NA,0,1.03139462086449e-06,-0.366615788775849,1.2902169382872e-06
"Influenza.16864","Costa Rica",2016,"Influenza",20,NA,0,4.08218583089627e-06,1.997940991948,1.2902169382872e-06
"Influenza.16865","Costa Rica",2017,"Influenza",5,NA,0,1.01011019292095e-06,-0.383112571070308,1.2902169382872e-06
"Influenza.16866","Costa Rica",2018,"Influenza",5,NA,0,1.00011141241134e-06,-0.390862260454232,1.2902169382872e-06
"Influenza.16867","Costa Rica",2019,"Influenza",20,NA,0,3.96230971750515e-06,1.90502939713492,1.2902169382872e-06
"Influenza.16868","Costa Rica",2020,"Influenza",3,NA,1,5.88914971278617e-07,-0.70956559547524,1.2902169382872e-06
"Intentional self-harm.17639","Costa Rica",2010,"Intentional self-harm",311,NA,0,6.79429305599218e-05,0.161219065075373,6.78445917446454e-06
"Intentional self-harm.17640","Costa Rica",2011,"Intentional self-harm",316,NA,0,6.82050797243997e-05,0.199858720460804,6.78445917446454e-06
"Intentional self-harm.17641","Costa Rica",2012,"Intentional self-harm",302,NA,0,6.44197539975977e-05,-0.358081953874632,6.78445917446454e-06
"Intentional self-harm.17642","Costa Rica",2013,"Intentional self-harm",312,NA,0,6.57934831133223e-05,-0.155600211351206,6.78445917446454e-06
"Intentional self-harm.17643","Costa Rica",2014,"Intentional self-harm",268,NA,0,5.58870081474082e-05,-1.61577186411908,6.78445917446454e-06
"Intentional self-harm.17644","Costa Rica",2015,"Intentional self-harm",312,NA,0,6.43590243419444e-05,-0.367033243003443,6.78445917446454e-06
"Intentional self-harm.17645","Costa Rica",2016,"Intentional self-harm",336,NA,0,6.85807219590573e-05,0.255226764544773,6.78445917446454e-06
"Intentional self-harm.17646","Costa Rica",2017,"Intentional self-harm",281,NA,0,5.67681928421571e-05,-1.4858890433829,6.78445917446454e-06
"Intentional self-harm.17647","Costa Rica",2018,"Intentional self-harm",391,NA,0,7.8208712450567e-05,1.67435100774866,6.78445917446454e-06
"Intentional self-harm.17648","Costa Rica",2019,"Intentional self-harm",384,NA,0,7.60763465760988e-05,1.36004948132869,6.78445917446454e-06
"Intentional self-harm.17649","Costa Rica",2020,"Intentional self-harm",352,NA,1,6.90993566300244e-05,0.331671276572955,6.78445917446454e-06
"Ischaemic heart diseases.17340","Costa Rica",2010,"Ischaemic heart diseases",2578,NA,0,0.000563205385798966,0.379873593798399,6.35008897186406e-05
"Ischaemic heart diseases.17341","Costa Rica",2011,"Ischaemic heart diseases",2488,NA,0,0.000537007083399704,-0.0326923169367386,6.35008897186406e-05
"Ischaemic heart diseases.17342","Costa Rica",2012,"Ischaemic heart diseases",2664,NA,0,0.000568259022018544,0.459457301081388,6.35008897186406e-05
"Ischaemic heart diseases.17343","Costa Rica",2013,"Ischaemic heart diseases",2664,NA,0,0.000561775125044521,0.357350117973382,6.35008897186406e-05
"Ischaemic heart diseases.17344","Costa Rica",2014,"Ischaemic heart diseases",2969,NA,0,0.000619136295483788,1.26066298009897,6.35008897186406e-05
"Ischaemic heart diseases.17345","Costa Rica",2015,"Ischaemic heart diseases",2712,NA,0,0.000559428442356902,0.320395002887321,6.35008897186406e-05
"Ischaemic heart diseases.17346","Costa Rica",2016,"Ischaemic heart diseases",2776,NA,0,0.000566607393328402,0.433447764877095,6.35008897186406e-05
"Ischaemic heart diseases.17347","Costa Rica",2017,"Ischaemic heart diseases",2701,NA,0,0.000545661526215895,0.103596211531716,6.35008897186406e-05
"Ischaemic heart diseases.17348","Costa Rica",2018,"Ischaemic heart diseases",2835,NA,0,0.000567063170837231,0.440625262875132,6.35008897186406e-05
"Ischaemic heart diseases.17349","Costa Rica",2019,"Ischaemic heart diseases",2285,NA,0,0.000452693885224963,-1.36044061382384,6.35008897186406e-05
"Ischaemic heart diseases.17350","Costa Rica",2020,"Ischaemic heart diseases",1982,NA,1,0.00038907649102474,-2.36227530436281,6.35008897186406e-05
"Leukemia.16955","Costa Rica",2010,"Leukemia",231,NA,0,5.04656493869516e-05,1.66639369269325,4.08339045323552e-06
"Leukemia.16956","Costa Rica",2011,"Leukemia",199,NA,0,4.29519331175808e-05,-0.173674347681682,4.08339045323552e-06
"Leukemia.16957","Costa Rica",2012,"Leukemia",180,NA,0,3.83958798661178e-05,-1.28942688313979,4.08339045323552e-06
"Leukemia.16958","Costa Rica",2013,"Leukemia",224,NA,0,4.72363468505904e-05,0.875555154634161,4.08339045323552e-06
"Leukemia.16959","Costa Rica",2014,"Leukemia",192,NA,0,4.00384535981432e-05,-0.887169555353793,4.08339045323552e-06
"Leukemia.16960","Costa Rica",2015,"Leukemia",204,NA,0,4.20809005312714e-05,-0.386985466538628,4.08339045323552e-06
"Leukemia.16961","Costa Rica",2016,"Leukemia",197,NA,0,4.02095304343282e-05,-0.845273773369615,4.08339045323552e-06
"Leukemia.16962","Costa Rica",2017,"Leukemia",198,NA,0,4.00003636396695e-05,-0.896497577963921,4.08339045323552e-06
"Leukemia.16963","Costa Rica",2018,"Leukemia",223,NA,0,4.46049689935459e-05,0.231145101963469,4.08339045323552e-06
"Leukemia.16964","Costa Rica",2019,"Leukemia",251,NA,0,4.97269869546896e-05,1.48549930095642,4.08339045323552e-06
"Leukemia.16965","Costa Rica",2020,"Leukemia",227,NA,1,4.45612328267487e-05,0.220434353800126,4.08339045323552e-06
"Malignant melanoma of skin.17863","Costa Rica",2010,"Malignant melanoma of skin",42,NA,0,9.17557261580938e-06,-0.3339138479316,1.89015776797306e-06
"Malignant melanoma of skin.17864","Costa Rica",2011,"Malignant melanoma of skin",42,NA,0,9.06523211526831e-06,-0.392290192176872,1.89015776797306e-06
"Malignant melanoma of skin.17865","Costa Rica",2012,"Malignant melanoma of skin",32,NA,0,6.82593419842095e-06,-1.57700501058524,1.89015776797306e-06
"Malignant melanoma of skin.17866","Costa Rica",2013,"Malignant melanoma of skin",43,NA,0,9.06769158292583e-06,-0.390988995155547,1.89015776797306e-06
"Malignant melanoma of skin.17867","Costa Rica",2014,"Malignant melanoma of skin",49,NA,0,1.02181470120261e-05,0.217666773475878,1.89015776797306e-06
"Malignant melanoma of skin.17868","Costa Rica",2015,"Malignant melanoma of skin",54,NA,0,1.11390619053365e-05,0.704882660379309,1.89015776797306e-06
"Malignant melanoma of skin.17869","Costa Rica",2016,"Malignant melanoma of skin",44,NA,0,8.98080882797179e-06,-0.436954869764633,1.89015776797306e-06
"Malignant melanoma of skin.17870","Costa Rica",2017,"Malignant melanoma of skin",65,NA,0,1.31314325079723e-05,1.75895901125043,1.89015776797306e-06
"Malignant melanoma of skin.17871","Costa Rica",2018,"Malignant melanoma of skin",38,NA,0,7.6008467343262e-06,-1.16703260032646,1.89015776797306e-06
"Malignant melanoma of skin.17872","Costa Rica",2019,"Malignant melanoma of skin",52,NA,0,1.03020052655134e-05,0.262032516329807,1.89015776797306e-06
"Malignant melanoma of skin.17873","Costa Rica",2020,"Malignant melanoma of skin",63,NA,1,1.2367214396851e-05,1.35464455450492,1.89015776797306e-06
"Malignant neoplasms.17116","Costa Rica",2010,"Malignant neoplasms",4218,NA,0,0.000921489649844856,-0.830456405239388,6.19583786292857e-05
"Malignant neoplasms.17117","Costa Rica",2011,"Malignant neoplasms",4154,NA,0,0.000896594623972014,-1.23225881556063,6.19583786292857e-05
"Malignant neoplasms.17118","Costa Rica",2012,"Malignant neoplasms",4258,NA,0,0.000908275869277387,-1.04372506816762,6.19583786292857e-05
"Malignant neoplasms.17119","Costa Rica",2013,"Malignant neoplasms",4418,NA,0,0.000931652591008519,-0.666427884989197,6.19583786292857e-05
"Malignant neoplasms.17120","Costa Rica",2014,"Malignant neoplasms",4542,NA,0,0.000947159667931076,-0.416145723550798,6.19583786292857e-05
"Malignant neoplasms.17121","Costa Rica",2015,"Malignant neoplasms",4623,NA,0,0.000953627466451311,-0.311756314671418,6.19583786292857e-05
"Malignant neoplasms.17122","Costa Rica",2016,"Malignant neoplasms",4800,NA,0,0.000979724599415104,0.109447944399648,6.19583786292857e-05
"Malignant neoplasms.17123","Costa Rica",2017,"Malignant neoplasms",4899,NA,0,0.000989705967023943,0.270545891596745,6.19583786292857e-05
"Malignant neoplasms.17124","Costa Rica",2018,"Malignant neoplasms",5293,NA,0,0.00105871794117865,1.38438998631753,6.19583786292857e-05
"Malignant neoplasms.17125","Costa Rica",2019,"Malignant neoplasms",5230,NA,0,0.0010361439911276,1.02004943140861,6.19583786292857e-05
"Malignant neoplasms.17126","Costa Rica",2020,"Malignant neoplasms",5498,NA,1,0.00107928483736328,1.7163369584565,6.19583786292857e-05
"Malignant neoplasms of bladder.16869","Costa Rica",2010,"Malignant neoplasms of bladder",61,NA,0,1.33264268943898e-05,-0.894272288423129,3.8189895540693e-06
"Malignant neoplasms of bladder.16870","Costa Rica",2011,"Malignant neoplasms of bladder",71,NA,0,1.53245590520012e-05,-0.371062646364202,3.8189895540693e-06
"Malignant neoplasms of bladder.16871","Costa Rica",2012,"Malignant neoplasms of bladder",47,NA,0,1.00255908539308e-05,-1.75859411851084,3.8189895540693e-06
"Malignant neoplasms of bladder.16872","Costa Rica",2013,"Malignant neoplasms of bladder",83,NA,0,1.75027535205313e-05,0.199296197956046,3.8189895540693e-06
"Malignant neoplasms of bladder.16873","Costa Rica",2014,"Malignant neoplasms of bladder",91,NA,0,1.897655873662e-05,0.585211161907257,3.8189895540693e-06
